hs_key,Category,Subcategory
2925,Chemicals & Allied Industries,Organic chemicals
2926,Chemicals & Allied Industries,Organic chemicals
2927,Chemicals & Allied Industries,Organic chemicals
2928,Chemicals & Allied Industries,Organic chemicals
2929,Chemicals & Allied Industries,Organic chemicals
2930,Chemicals & Allied Industries,Organic chemicals
2931,Chemicals & Allied Industries,Organic chemicals
2932,Chemicals & Allied Industries,Organic chemicals
2933,Chemicals & Allied Industries,Organic chemicals
2934,Chemicals & Allied Industries,Organic chemicals
2935,Chemicals & Allied Industries,Organic chemicals
2936,Chemicals & Allied Industries,Organic chemicals
2937,Chemicals & Allied Industries,Organic chemicals
2938,Chemicals & Allied Industries,Organic chemicals
2939,Chemicals & Allied Industries,Organic chemicals
2940,Chemicals & Allied Industries,Organic chemicals
2941,Chemicals & Allied Industries,Organic chemicals
2942,Chemicals & Allied Industries,Organic chemicals
3001,Chemicals & Allied Industries,Pharmaceutical products
3002,Chemicals & Allied Industries,Pharmaceutical products
3003,Chemicals & Allied Industries,Pharmaceutical products
3004,Chemicals & Allied Industries,Pharmaceutical products
3005,Chemicals & Allied Industries,Pharmaceutical products
3006,Chemicals & Allied Industries,Pharmaceutical products
3101,Chemicals & Allied Industries,Fertilisers
3102,Chemicals & Allied Industries,Fertilisers
3103,Chemicals & Allied Industries,Fertilisers
3104,Chemicals & Allied Industries,Fertilisers
3105,Chemicals & Allied Industries,Fertilisers
3201,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3202,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3203,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3204,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3205,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3206,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3207,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3208,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3209,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3210,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3211,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3212,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3213,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3214,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3215,Chemicals & Allied Industries,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
3301,Chemicals & Allied Industries,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
3302,Chemicals & Allied Industries,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
3303,Chemicals & Allied Industries,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
3304,Chemicals & Allied Industries,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
3305,Chemicals & Allied Industries,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
3306,Chemicals & Allied Industries,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
3307,Chemicals & Allied Industries,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
3401,Chemicals & Allied Industries,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
3402,Chemicals & Allied Industries,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
3403,Chemicals & Allied Industries,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
3404,Chemicals & Allied Industries,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
3405,Chemicals & Allied Industries,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
3406,Chemicals & Allied Industries,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
3407,Chemicals & Allied Industries,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
3501,Chemicals & Allied Industries,Albuminoidal substances; modified starches; glues; enzymes
3502,Chemicals & Allied Industries,Albuminoidal substances; modified starches; glues; enzymes
3503,Chemicals & Allied Industries,Albuminoidal substances; modified starches; glues; enzymes
3504,Chemicals & Allied Industries,Albuminoidal substances; modified starches; glues; enzymes
3505,Chemicals & Allied Industries,Albuminoidal substances; modified starches; glues; enzymes
3506,Chemicals & Allied Industries,Albuminoidal substances; modified starches; glues; enzymes
3507,Chemicals & Allied Industries,Albuminoidal substances; modified starches; glues; enzymes
3601,Chemicals & Allied Industries,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
3602,Chemicals & Allied Industries,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
3603,Chemicals & Allied Industries,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
3604,Chemicals & Allied Industries,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
3605,Chemicals & Allied Industries,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
3606,Chemicals & Allied Industries,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
3701,Chemicals & Allied Industries,Photographic or cinematographic goods
3702,Chemicals & Allied Industries,Photographic or cinematographic goods
3703,Chemicals & Allied Industries,Photographic or cinematographic goods
3704,Chemicals & Allied Industries,Photographic or cinematographic goods
3705,Chemicals & Allied Industries,Photographic or cinematographic goods
3706,Chemicals & Allied Industries,Photographic or cinematographic goods
3707,Chemicals & Allied Industries,Photographic or cinematographic goods
3801,Chemicals & Allied Industries,Miscellaneous chemical products
3802,Chemicals & Allied Industries,Miscellaneous chemical products
3803,Chemicals & Allied Industries,Miscellaneous chemical products
3804,Chemicals & Allied Industries,Miscellaneous chemical products
3805,Chemicals & Allied Industries,Miscellaneous chemical products
3806,Chemicals & Allied Industries,Miscellaneous chemical products
3807,Chemicals & Allied Industries,Miscellaneous chemical products
3808,Chemicals & Allied Industries,Miscellaneous chemical products
3809,Chemicals & Allied Industries,Miscellaneous chemical products
3810,Chemicals & Allied Industries,Miscellaneous chemical products
3811,Chemicals & Allied Industries,Miscellaneous chemical products
3812,Chemicals & Allied Industries,Miscellaneous chemical products
3813,Chemicals & Allied Industries,Miscellaneous chemical products
3814,Chemicals & Allied Industries,Miscellaneous chemical products
3815,Chemicals & Allied Industries,Miscellaneous chemical products
3816,Chemicals & Allied Industries,Miscellaneous chemical products
3817,Chemicals & Allied Industries,Miscellaneous chemical products
3818,Chemicals & Allied Industries,Miscellaneous chemical products
3819,Chemicals & Allied Industries,Miscellaneous chemical products
3820,Chemicals & Allied Industries,Miscellaneous chemical products
3821,Chemicals & Allied Industries,Miscellaneous chemical products
3822,Chemicals & Allied Industries,Miscellaneous chemical products
3823,Chemicals & Allied Industries,Miscellaneous chemical products
3824,Chemicals & Allied Industries,Miscellaneous chemical products
3825,Chemicals & Allied Industries,Miscellaneous chemical products
3826,Chemicals & Allied Industries,Miscellaneous chemical products
3827,Chemicals & Allied Industries,Miscellaneous chemical products
3901,Plastics / Rubbers,Plastics and articles thereof
3902,Plastics / Rubbers,Plastics and articles thereof
3903,Plastics / Rubbers,Plastics and articles thereof
3904,Plastics / Rubbers,Plastics and articles thereof
3905,Plastics / Rubbers,Plastics and articles thereof
3906,Plastics / Rubbers,Plastics and articles thereof
3907,Plastics / Rubbers,Plastics and articles thereof
3908,Plastics / Rubbers,Plastics and articles thereof
3909,Plastics / Rubbers,Plastics and articles thereof
3910,Plastics / Rubbers,Plastics and articles thereof
3911,Plastics / Rubbers,Plastics and articles thereof
3912,Plastics / Rubbers,Plastics and articles thereof
3913,Plastics / Rubbers,Plastics and articles thereof
3914,Plastics / Rubbers,Plastics and articles thereof
3915,Plastics / Rubbers,Plastics and articles thereof
3916,Plastics / Rubbers,Plastics and articles thereof
3917,Plastics / Rubbers,Plastics and articles thereof
3918,Plastics / Rubbers,Plastics and articles thereof
3919,Plastics / Rubbers,Plastics and articles thereof
3920,Plastics / Rubbers,Plastics and articles thereof
3921,Plastics / Rubbers,Plastics and articles thereof
3922,Plastics / Rubbers,Plastics and articles thereof
3923,Plastics / Rubbers,Plastics and articles thereof
3924,Plastics / Rubbers,Plastics and articles thereof
3925,Plastics / Rubbers,Plastics and articles thereof
3926,Plastics / Rubbers,Plastics and articles thereof
4001,Plastics / Rubbers,Rubber and articles thereof
4002,Plastics / Rubbers,Rubber and articles thereof
4003,Plastics / Rubbers,Rubber and articles thereof
4004,Plastics / Rubbers,Rubber and articles thereof
4005,Plastics / Rubbers,Rubber and articles thereof
4006,Plastics / Rubbers,Rubber and articles thereof
4007,Plastics / Rubbers,Rubber and articles thereof
4008,Plastics / Rubbers,Rubber and articles thereof
4009,Plastics / Rubbers,Rubber and articles thereof
4010,Plastics / Rubbers,Rubber and articles thereof
4011,Plastics / Rubbers,Rubber and articles thereof
4012,Plastics / Rubbers,Rubber and articles thereof
4013,Plastics / Rubbers,Rubber and articles thereof
4014,Plastics / Rubbers,Rubber and articles thereof
4015,Plastics / Rubbers,Rubber and articles thereof
4016,Plastics / Rubbers,Rubber and articles thereof
4017,Plastics / Rubbers,Rubber and articles thereof
4101,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4102,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4103,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4104,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4105,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4106,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4107,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4108,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4109,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4110,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4111,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4112,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4113,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4114,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4115,"Raw Hides, Skins, Leather, & Furs",Raw hides and skins (other than furskins) and leather
4201,"Raw Hides, Skins, Leather, & Furs","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
4202,"Raw Hides, Skins, Leather, & Furs","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
4203,"Raw Hides, Skins, Leather, & Furs","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
4204,"Raw Hides, Skins, Leather, & Furs","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
4205,"Raw Hides, Skins, Leather, & Furs","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
4206,"Raw Hides, Skins, Leather, & Furs","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
4301,"Raw Hides, Skins, Leather, & Furs",Furskins and artificial fur; manufactures thereof
4302,"Raw Hides, Skins, Leather, & Furs",Furskins and artificial fur; manufactures thereof
4303,"Raw Hides, Skins, Leather, & Furs",Furskins and artificial fur; manufactures thereof
4304,"Raw Hides, Skins, Leather, & Furs",Furskins and artificial fur; manufactures thereof
4401,Wood & Wood Products,Wood and articles of wood; wood charcoal
4402,Wood & Wood Products,Wood and articles of wood; wood charcoal
4403,Wood & Wood Products,Wood and articles of wood; wood charcoal
4404,Wood & Wood Products,Wood and articles of wood; wood charcoal
4405,Wood & Wood Products,Wood and articles of wood; wood charcoal
4406,Wood & Wood Products,Wood and articles of wood; wood charcoal
4407,Wood & Wood Products,Wood and articles of wood; wood charcoal
4408,Wood & Wood Products,Wood and articles of wood; wood charcoal
4409,Wood & Wood Products,Wood and articles of wood; wood charcoal
4410,Wood & Wood Products,Wood and articles of wood; wood charcoal
4411,Wood & Wood Products,Wood and articles of wood; wood charcoal
4412,Wood & Wood Products,Wood and articles of wood; wood charcoal
4413,Wood & Wood Products,Wood and articles of wood; wood charcoal
